Country,Region,  Ranking Status Index,  S | Status Index,  Ranking Democracy Status,  SI | Democracy Status,  Q1 | Stateness,  Q1.1 | Monopoly on the use of force,  Q1.2 | State identity,  Q1.3 | No interference of religious dogmas,  Q1.4 | Basic administration,  Q2 | Political Participation,  Q2.1 | Free and fair elections,  Q2.2 | Effective power to govern,  Q2.3 | Association / assembly rights,  Q2.4 | Freedom of expression,  Q3 | Rule of Law,  Q3.1 | Separation of powers,  Q3.2 | Independent judiciary,  Q3.3 | Prosecution of office abuse,  Q3.4 | Civil rights,  Q4 | Stability of Democratic Institutions,  Q4.1 | Performance of democratic institutions,  Q4.2 | Commitment to democratic institutions,  Q5 | Political and Social Integration,  Q5.1 | Party system,  Q5.2 | Interest groups,  Q5.4 | Social capital,  Ranking Economy Status,  SII | Economy Status,  Q6 | Level of Socioeconomic Development,  Q6.1 | Socioeconomic barriers,  Q7 | Organization of the Market and Competition,  Q7.1 | Market organization,  Q7.2 | Competition policy,  Q7.3 | Liberalization of foreign trade,  Q7.4 | Banking system,  Q8 | Monetary and Fiscal Stability,  Q8.1 | Monetary stability,  Q8.2 | Fiscal stability,  Q9 | Private Property,  Q9.1 | Property rights,  Q9.2 | Private enterprise,  Q10 | Welfare Regime,  Q10.1 | Social safety nets,  Q10.2 | Equal opportunity,  Q11 | Economic Performance,  Q11.1 | Output strength,  Q12 | Sustainability,  Q12.1 | Environmental policy,  Q12.2 | Education / R&D policy,  Ranking Governance Index,  G | Governance Index,  Q13 | Level of Difficulty,  Q13.1 | Structural constraints,  Q13.2 | Civil society traditions,  Q13.3 | Conflict intensity,  Q13.4 | GNI p.c. Atlas method rescaled,  Q13.5 | UN Educ. Index rescaled,  Q13.6 | BTI Stateness & Rule of Law,  GII | Governance Performance,  Q14 | Steering Capability,  Q14.1 | Prioritization,  Q14.2 | Implementation,  Q14.3 | Policy learning,  Q15 | Resource Efficiency,  Q15.1 | Efficient use of assets,  Q15.2 | Policy coordination,  Q15.3 | Anti-corruption policy,  Q16 | Consensus-Building,  Q16.1 | Consensus on goals,  Q16.2 | Anti-democratic actors,  Q16.3 | Cleavage / conflict management,  Q17 | International Cooperation,  Q17.1 | Effective use of support,  Q17.2 | Credibility,  Q17.3 | Regional cooperation,  Total,Democracy/Autocracy,  S | Status Index.1,  Category,Status Index,  SI | Democracy Status.1,  Category.1,Democracy Status,  SII | Economy Status.1,  Category.2,Economy Status,  G | Governance Index.1,  Category.3,Governance Index,  Q13 | Level of Difficulty.1,  Category.4,0.4,  GII | Governance Performance.1,  Category.5,Governance Performance,Year
Liberia,3,78,5.091666667,55,6.183333333,7.25,8,8,9,4,6.75,8,6,8,5,5.25,6,4,5,6,7,6,8,4.666666667,5,4,5,105,4,1,1,4,3,4,4,5,5.5,4,7,5,5,5,3,3,3,6,6,3.5,4,3,31,6.038518519,7.458333333,10,7,4,10,9,4.75,6.4,6,6,6,6,5,5,5,5,6.6,7,7,6,8,9,8,7,0,Dem.,5.09,4,Very limited,6.18,2,Defective democracy,4,4,Very limited,6.04,2,Good,7.5,2,Substantial,6.4,2,Sound,2010
Libya,4,97,4.492857143,116,3.2,7.5,9,7,7,7,1.5,1,1,2,2,3,2,3,4,3,2,2,2,2,1,3,2,61,5.785714286,6,6,4,4,4,5,3,6,5,7,4.5,5,4,7.5,8,7,8,8,4.5,4,5,113,3.061168981,4.125,4,9,2,2,2,5.75,3.520833333,3.333333333,3,3,4,3.666666667,3,5,3,2.75,3,2,4,4.333333333,3,5,5,6,Aut.,4.49,4,Very limited,3.2,5,Hard-line autocracy,5.79,3,Limited,3.06,4,Weak,4.1,4,Minor,3.520833333,4,Flawed,2010
Lithuania,1,7,9.042857143,8,9.3,10,10,10,10,10,9.75,10,10,10,9,9,10,9,8,9,10,10,10,7.75,7,7,8,7,8.785714286,8,8,9.5,9,10,10,9,9.5,10,9,10,10,10,8.5,8,9,8,8,8,8,8,10,6.941666667,1.75,1,4,1,2,1,1.5,8.5,7.666666667,9,7,7,7.666666667,8,8,7,9,10,10,8,9.666666667,9,10,10,0,Dem.,9.04,1,Highly advanced,9.3,1,Democracy in consolidation,8.79,1,Highly advanced,6.94,2,Good,1.8,5,Negligible,8.5,1,Excellent,2010
Madagascar,5,75,5.303571429,59,6,7.75,8,9,8,6,5.75,6,6,5,6,5.5,5,6,5,6,6,6,6,5,5,5,4,93,4.607142857,2,2,5.25,5,4,6,6,6,6,6,5.5,6,5,3,3,3,6,6,4.5,6,3,54,5.471157407,6.729166667,8,6,6,10,6,4.375,5.9,5,5,5,5,4.666666667,4,5,5,5.6,6,7,4,8.333333333,8,8,9,0,Dem.,5.3,4,Very limited,6,2,Defective democracy,4.61,4,Very limited,5.47,3,Moderate,6.7,2,Substantial,5.9,3,Fair,2010
Malawi,5,68,5.557142857,49,6.4,8.25,9,9,9,6,6.75,6,7,7,7,5.75,5,6,6,6,6.5,6,7,4.75,4,4,4,90,4.714285714,2,2,5,3,6,6,5,7.5,7,8,6,6,6,3.5,3,4,6,6,3,3,3,44,5.655246914,6.833333333,8,7,5,10,7,4,6.083333333,6,6,6,6,4.666666667,5,4,5,6,7,7,6,7.666666667,8,7,8,0,Dem.,5.56,3,Limited,6.4,2,Defective democracy,4.71,4,Very limited,5.66,2,Good,6.8,2,Substantial,6.083333333,2,Sound,2010
Malaysia,7,47,6.177380952,72,5.283333333,9,10,9,7,10,4.25,5,2,5,5,5.5,5,5,6,6,2,2,2,5.666666667,7,5,5,27,7.071428571,7,7,7,8,5,7,8,7,7,7,8,9,7,7,7,7,7,7,6.5,6,7,42,5.675462963,4.291666667,4,6,5,4,3,3.75,6.5,5,5,5,5,6.666666667,7,7,6,6,7,5,7,8.333333333,7,8,10,2,Aut.,6.18,3,Limited,5.28,4,Moderate autocracy,7.07,2,Advanced,5.68,2,Good,4.3,4,Minor,6.5,2,Sound,2010
Mali,3,55,5.932142857,36,7.15,6.75,5,9,8,5,8.5,9,8,9,8,5.75,6,5,4,8,7.5,7,8,7.25,5,8,8,90,4.714285714,1,1,5.5,4,5,6,7,7,8,6,6.5,7,6,4.5,5,4,5,5,3.5,4,3,28,6.15777392,6.958333333,8,4,6,9,10,4.75,6.604166667,5.666666667,5,6,6,5.333333333,5,6,5,6.75,7,7,6,8.666666667,8,9,9,0,Dem.,5.93,3,Limited,7.15,2,Defective democracy,4.71,4,Very limited,6.16,2,Good,7,2,Substantial,6.604166667,2,Sound,2010
Mauritania,3,110,3.727380952,104,3.633333333,5.25,5,6,4,6,3.75,2,1,6,6,3.5,3,3,3,5,2,2,2,3.666666667,4,3,4,112,3.821428571,3,3,3.75,3,2,6,4,4,4,4,4.5,4,5,3.5,4,3,5,5,3,3,3,106,3.450902778,7.9375,8,8,6,9,10,6.625,3.616666667,3.333333333,3,4,3,3.333333333,4,3,3,3.8,3,3,4,4,3,4,5,3,Aut.,3.73,5,Failed,3.63,5,Hard-line autocracy,3.82,4,Very limited,3.45,4,Weak,7.9,2,Substantial,3.616666667,4,Flawed,2010
Mauritius,5,18,7.939285714,17,8.45,9,10,9,8,9,8.75,9,8,9,9,8.25,9,8,8,8,9,9,9,7.25,7,7,7,22,7.428571429,7,7,7,7,7,7,7,7,7,7,8.5,9,8,7,8,6,8,8,7.5,8,7,10,6.937885802,3.229166667,3,4,3,4,3,2.375,8.166666667,8,8,8,8,7.666666667,8,8,7,8,9,9,8,9,9,9,9,0,Dem.,7.94,2,Advanced,8.45,1,Democracy in consolidation,7.43,2,Advanced,6.94,2,Good,3.2,4,Minor,8.166666667,1,Excellent,2010
Mexico,2,33,7.089285714,35,7.25,8.25,6,9,10,8,7.75,9,7,8,7,6.25,9,5,5,6,7.5,7,8,6.5,8,7,5,30,6.928571429,6,6,8,7,7,10,8,9,10,8,7.5,7,8,5.5,6,5,7,7,5.5,6,5,36,5.904953704,3.791666667,5,4,5,3,2,3.75,6.85,6.666666667,6,7,7,5.666666667,6,7,4,6.4,8,7,6,8.666666667,8,9,9,0,Dem.,7.09,2,Advanced,7.25,2,Defective democracy,6.93,3,Limited,5.9,2,Good,3.8,4,Minor,6.85,2,Sound,2010
Moldova,6,61,5.789285714,44,6.65,8,6,8,10,8,6.5,6,7,7,6,5.75,5,6,6,6,7,7,7,6,7,5,5,84,4.928571429,3,3,5.5,4,5,7,6,7,8,6,5.5,5,6,4,4,4,5,5,4.5,4,5,79,4.490694444,5.6875,8,7,5,8,2,4.125,4.966666667,4.333333333,4,5,4,4,4,5,3,5.2,6,6,5,6.333333333,7,6,6,0,Dem.,5.79,3,Limited,6.65,2,Defective democracy,4.93,4,Very limited,4.49,3,Moderate,5.7,3,Moderate,4.966666667,4,Flawed,2010
Mongolia,6,46,6.2,41,6.9,8.5,8,10,10,6,6.75,6,7,8,6,5.75,7,6,4,6,7.5,7,8,6,6,5,6,66,5.5,3,3,6,6,7,6,5,8.5,9,8,6.5,6,7,4.5,4,5,6,6,4,4,4,26,6.196180556,5.3125,8,8,3,8,1,3.875,6.916666667,6.333333333,7,5,7,4.666666667,5,5,4,8,9,9,8,8.666666667,9,9,8,0,Dem.,6.2,3,Limited,6.9,2,Defective democracy,5.5,3,Limited,6.2,2,Good,5.3,3,Moderate,6.916666667,2,Sound,2010
Montenegro,1,25,7.346428571,27,7.8,9,9,8,9,10,8.75,9,9,10,7,6.5,7,6,5,8,8,7,9,6.75,7,6,6,32,6.892857143,6,6,7.25,6,7,9,7,8.5,9,8,7,7,7,7,7,7,7,7,5.5,6,5,27,6.191203704,3.875,6,5,2,5,2,3.25,7.166666667,6.666666667,7,6,7,5.666666667,5,7,5,8,10,9,7,8.333333333,9,8,8,0,Dem.,7.35,2,Advanced,7.8,2,Defective democracy,6.89,3,Limited,6.19,2,Good,3.9,4,Minor,7.166666667,2,Sound,2010
Morocco,4,98,4.471428571,95,4.05,6.75,8,7,6,6,3.5,3,2,4,5,4,3,3,4,6,2,2,2,4,3,4,5,86,4.892857143,3,3,5.25,5,4,6,6,7,7,7,5.5,6,5,4,4,4,6,6,3.5,3,4,98,4.002777778,5.9375,6,4,4,7,9,5.625,4.4,4,4,4,4,3.666666667,4,4,3,4.6,5,3,5,5.333333333,6,6,4,3,Aut.,4.47,4,Very limited,4.05,4,Moderate autocracy,4.89,4,Very limited,4,4,Weak,5.9,3,Moderate,4.4,4,Flawed,2010
Mozambique,5,63,5.710714286,50,6.35,7.75,7,9,9,6,7,7,8,7,6,5.25,5,6,4,6,6.5,6,7,5.25,5,4,5,79,5.071428571,3,3,5,5,3,6,6,7,8,6,5.5,5,6,4,4,4,7,7,4,4,4,50,5.548765432,7.083333333,7,7,4,10,10,4.5,5.933333333,5.666666667,7,6,4,5,5,7,3,5.4,7,5,6,7.666666667,7,9,7,0,Dem.,5.71,3,Limited,6.35,2,Defective democracy,5.07,3,Limited,5.55,3,Moderate,7.1,2,Substantial,5.933333333,3,Fair,2010
Myanmar,7,127,1.59047619,127,1.716666667,4.25,4,3,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.333333333,1,1,2,127,1.464285714,1,1,1.75,2,1,2,2,1,1,1,1.5,1,2,1,1,1,3,3,1,1,1,126,1.745177469,8.229166667,9,9,9,10,4,8.375,1.816666667,1,1,1,1,1.333333333,1,2,1,1.6,1,3,1,3.333333333,3,2,5,6,Aut.,1.59,5,Failed,1.72,5,Hard-line autocracy,1.46,5,Rudimentary,1.75,5,Failed,8.2,2,Substantial,1.816666667,5,Poor,2010
Namibia,5,34,6.989285714,27,7.8,9.25,9,10,10,8,7.75,7,8,8,8,7.25,7,8,7,7,8,8,8,6.75,7,7,6,51,6.178571429,3,3,7.25,7,6,8,8,8,8,8,7,7,7,6,6,6,7,7,5,6,4,30,6.050277778,4.458333333,6,4,5,5,4,2.75,6.9,6.666666667,7,7,6,6.333333333,6,7,6,6.6,9,9,6,8,8,8,8,0,Dem.,6.99,3,Limited,7.8,2,Defective democracy,6.18,3,Limited,6.05,2,Good,4.5,3,Moderate,6.9,2,Sound,2010
Nepal,7,90,4.603571429,69,5.35,6.25,6,7,7,5,6.5,7,6,7,6,5,6,6,3,5,5,5,5,4,3,4,5,109,3.857142857,2,2,6.5,6,6,8,6,4.5,5,4,5,5,5,2.5,2,3,3,3,3.5,4,3,93,4.146759259,8.0625,9,8,7,10,9,5.375,4.333333333,3.666666667,3,4,4,3.333333333,3,4,3,4,5,5,4,6.333333333,6,6,7,0,Dem.,4.6,4,Very limited,5.35,3,Highly defective democracy,3.86,4,Very limited,4.15,4,Weak,8.1,2,Substantial,4.333333333,4,Flawed,2010
Nicaragua,2,66,5.628571429,62,5.9,8,8,9,9,6,7,6,8,7,7,4.5,4,3,4,7,4,4,4,6,6,6,5,70,5.357142857,3,3,6,5,5,9,5,7.5,8,7,6.5,6,7,4,4,4,6,6,4.5,5,4,75,4.660200617,5.458333333,6,5,4,8,5,4.75,5.183333333,4,4,4,4,5,4,7,4,5.4,6,6,5,6.333333333,5,6,8,0,Dem.,5.63,3,Limited,5.9,3,Highly defective democracy,5.36,3,Limited,4.66,3,Moderate,5.5,3,Moderate,5.183333333,3,Fair,2010
Niger,3,93,4.548809524,75,5.133333333,5.75,5,9,6,3,5.5,9,3,7,3,5.75,7,5,5,6,3,3,3,5.666666667,7,5,5,106,3.964285714,1,1,5.25,4,6,6,5,6,6,6,4,4,4,3,3,3,6,6,2.5,3,2,51,5.541990741,7.875,9,7,6,10,10,5.25,5.816666667,4.666666667,4,5,5,4.666666667,4,6,4,5.6,6,6,5,8.333333333,8,8,9,2,Aut.,4.55,4,Very limited,5.13,4,Moderate autocracy,3.96,4,Very limited,5.54,3,Moderate,7.9,2,Substantial,5.816666667,3,Fair,2010
Nigeria,3,82,4.901190476,79,4.766666667,6,5,8,6,5,5.25,5,2,8,6,5.25,6,6,4,5,2,2,2,5.333333333,6,5,5,80,5.035714286,2,2,5.75,5,5,6,7,7,7,7,6,7,5,4,4,4,7,7,3.5,3,4,63,5.000763889,7.0625,8,6,8,8,7,5.375,5.35,4.333333333,4,4,5,4,4,5,3,5.4,6,6,5,7.666666667,7,8,8,2,Aut.,4.9,4,Very limited,4.77,4,Moderate autocracy,5.04,3,Limited,5,3,Moderate,7.1,2,Substantial,5.35,3,Fair,2010
North Korea,7,126,2.289285714,126,2.65,9.25,10,10,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,126,1.928571429,3,3,1.5,2,1,1,2,1.5,2,1,1.5,2,1,2,1,3,2,2,2,1,3,128,1.457609954,6.979166667,7,10,4,9,6,5.875,1.5625,1.333333333,1,1,2,2.333333333,1,3,3,1.25,1,1,2,1.333333333,1,1,2,6,Aut.,2.29,5,Failed,2.65,5,Hard-line autocracy,1.93,5,Rudimentary,1.46,5,Failed,7,2,Substantial,1.5625,5,Poor,2010
North Macedonia,1,21,7.528571429,24,7.95,8.75,9,8,9,9,8.5,8,9,10,7,7.25,8,7,6,8,8.5,8,9,6.75,7,6,6,26,7.107142857,6,6,7.75,7,7,10,7,9,9,9,8,8,8,7,7,7,6,6,6,6,6,20,6.511851852,4.333333333,6,5,4,6,2,3,7.45,7.333333333,8,7,7,6.333333333,6,7,6,7.8,9,9,8,8.333333333,9,8,8,0,Dem.,7.53,2,Advanced,7.95,2,Defective democracy,7.11,2,Advanced,6.51,2,Good,4.3,4,Minor,7.45,2,Sound,2010
Oman,4,71,5.527380952,99,3.983333333,8.25,10,9,6,8,3,3,1,4,4,4,2,5,4,5,2,2,2,2.666666667,1,3,4,27,7.071428571,7,7,6.5,7,4,8,7,8,8,8,7,7,7,7,7,7,8,8,6,6,6,76,4.58203125,3.8125,4,8,1,1,4,4.875,5.3125,4.666666667,5,4,5,5.666666667,6,6,5,4.25,6,3,5,6.666666667,5,7,8,3,Aut.,5.53,3,Limited,3.98,5,Hard-line autocracy,7.07,2,Advanced,4.58,3,Moderate,3.8,4,Minor,5.3125,3,Fair,2010
Pakistan,7,106,3.95952381,104,3.633333333,4.5,4,6,3,5,4.75,6,2,5,6,3.25,3,4,3,3,2,2,2,3.666666667,4,3,4,98,4.285714286,3,3,6,5,6,7,6,4,4,4,6,6,6,3,3,3,4,4,4,5,3,112,3.19134838,8.354166667,8,7,9,9,10,7.125,3.3125,3,3,3,3,3,3,4,2,3.25,3,4,3,4,4,3,5,3,Aut.,3.96,5,Failed,3.63,5,Hard-line autocracy,4.29,4,Very limited,3.19,4,Weak,8.4,2,Substantial,3.3125,4,Flawed,2010
Panama,2,22,7.485714286,25,7.9,8.5,8,10,9,7,8.75,10,8,9,8,6.25,7,5,5,8,8.5,8,9,7.5,8,7,7,27,7.071428571,6,6,8,7,7,10,8,8,8,8,7,7,7,6,6,6,9,9,5.5,6,5,40,5.704837963,3.604166667,5,5,2,4,2,3.625,6.65,6,6,6,6,4.666666667,4,6,4,7.6,9,9,8,8.333333333,8,9,8,0,Dem.,7.49,2,Advanced,7.9,2,Defective democracy,7.07,2,Advanced,5.7,2,Good,3.6,4,Minor,6.65,2,Sound,2010
Papua New Guinea,7,58,5.853571429,50,6.35,6.5,6,8,8,4,8,7,5,10,10,6.5,8,8,4,6,6,4,8,4.75,2,5,5,70,5.357142857,4,4,5.5,6,5,6,5,7,8,6,6.5,7,6,3.5,3,4,7,7,4,5,3,65,4.987654321,7.083333333,8,6,6,9,9,4.5,5.333333333,5.333333333,5,5,6,4,4,5,3,6,8,6,5,6,7,5,6,0,Dem.,5.85,3,Limited,6.35,2,Defective democracy,5.36,3,Limited,4.99,3,Moderate,7.1,2,Substantial,5.333333333,3,Fair,2010
Paraguay,2,41,6.339285714,37,7,8,7,9,10,6,7.75,8,8,8,7,6.25,9,5,4,7,7.5,7,8,5.5,7,5,5,64,5.678571429,4,4,5.25,4,2,8,7,8,8,8,6.5,6,7,4,4,4,7,7,5,5,5,33,5.992137346,5.145833333,7,6,4,8,2,3.875,6.716666667,7,8,6,7,5,5,6,4,7.2,7,7,7,7.666666667,7,8,8,0,Dem.,6.34,3,Limited,7,2,Defective democracy,5.68,3,Limited,5.99,2,Good,5.1,3,Moderate,6.716666667,2,Sound,2010
Peru,2,36,6.742857143,43,6.7,7.75,6,9,9,7,7.75,8,7,8,8,6.25,7,6,6,6,7,7,7,4.75,4,5,5,33,6.785714286,4,4,8,7,8,9,8,9.5,10,9,7.5,6,9,5,5,5,9,9,4.5,5,4,46,5.647037037,4.5,5,6,4,6,2,4,6.433333333,6.333333333,7,6,6,5,5,6,4,6.4,7,8,6,8,8,8,8,0,Dem.,6.74,3,Limited,6.7,2,Defective democracy,6.79,3,Limited,5.65,2,Good,4.5,3,Moderate,6.433333333,2,Sound,2010
Philippines,7,49,6.057142857,62,5.9,6.5,6,7,7,6,5.5,6,5,6,5,5.75,7,7,5,4,6,6,6,5.75,4,6,6,49,6.214285714,5,5,7,6,7,8,7,6,7,5,7.5,8,7,6,5,7,7,7,5,6,4,94,4.07195216,4.979166667,6,4,6,7,2,4.875,4.583333333,3.666666667,4,4,3,3.666666667,3,5,3,4,6,4,3,7,5,7,9,0,Dem.,6.06,3,Limited,5.9,3,Highly defective democracy,6.21,3,Limited,4.07,4,Weak,5,3,Moderate,4.583333333,4,Flawed,2010
Poland,1,10,8.857142857,11,9,9.75,10,10,9,10,9.75,10,10,10,9,8.75,9,9,8,9,9,9,9,7.75,5,9,8,9,8.714285714,8,8,9.5,9,10,10,9,9.5,10,9,9.5,10,9,8.5,9,8,8,8,8,8,8,18,6.554367284,1.791666667,2,2,2,2,1,1.75,8.016666667,7.666666667,9,7,7,7.333333333,8,7,7,8.4,10,9,7,8.666666667,9,8,9,0,Dem.,8.86,1,Highly advanced,9,1,Democracy in consolidation,8.71,1,Highly advanced,6.55,2,Good,1.8,5,Negligible,8.016666667,1,Excellent,2010
Qatar,4,49,6.064285714,90,4.2,8.75,10,7,8,10,3.75,3,1,4,7,4.5,3,4,4,7,2,2,2,2,1,3,2,18,7.928571429,9,9,7.5,7,5,9,9,8.5,8,9,8,9,7,7,8,6,9,9,6.5,4,9,52,5.53443287,3.5625,2,9,3,1,2,4.375,6.458333333,5,5,5,5,8,7,9,8,4.5,7,2,6,8.333333333,8,7,10,3,Aut.,6.06,3,Limited,4.2,4,Moderate autocracy,7.93,2,Advanced,5.53,3,Moderate,3.6,4,Minor,6.458333333,2,Sound,2010
Romania,1,16,8.232142857,15,8.5,9.25,9,9,9,10,9.25,10,9,10,8,8.25,9,8,7,9,8.5,8,9,7.25,8,6,6,16,7.964285714,7,7,8.75,8,9,10,8,9,9,9,9,9,9,7,7,7,8,8,7,8,6,24,6.297299383,3.208333333,4,5,3,4,1,2.25,7.416666667,7,7,7,7,6.333333333,7,6,6,8,10,9,8,8.333333333,8,8,9,0,Dem.,8.23,2,Advanced,8.5,1,Democracy in consolidation,7.96,2,Advanced,6.3,2,Good,3.2,4,Minor,7.416666667,2,Sound,2010
Russia,6,65,5.696428571,73,5.25,8,7,8,9,8,5.25,6,7,4,4,4.25,4,4,4,5,5,6,4,3.75,4,4,3,54,6.142857143,6,6,6,5,7,7,5,8.5,8,9,4,3,5,6,7,5,8,8,4.5,3,6,106,3.450771605,4.479166667,5,8,4,4,1,4.875,3.933333333,4,4,4,4,4.333333333,5,5,3,4.4,6,2,7,3,2,4,3,0,Dem.,5.7,3,Limited,5.25,3,Highly defective democracy,6.14,3,Limited,3.45,4,Weak,4.5,3,Moderate,3.933333333,4,Flawed,2010
Rwanda,5,91,4.570238095,96,4.033333333,8,9,6,10,7,3.5,3,2,5,4,4,4,3,5,4,2,2,2,2.666666667,3,3,2,78,5.107142857,2,2,5.75,5,6,6,6,6.5,7,6,6,5,7,5,4,6,5,5,5.5,6,5,70,4.75654321,7.666666667,9,8,7,10,7,5,5.016666667,5,5,5,5,6,6,7,5,3.4,4,2,4,5.666666667,7,6,4,2,Aut.,4.57,4,Very limited,4.03,4,Moderate autocracy,5.11,3,Limited,4.76,3,Moderate,7.7,2,Substantial,5.016666667,3,Fair,2010
Saudi Arabia,4,88,4.629761905,121,2.866666667,6,8,6,2,8,1.75,1,1,2,3,3.25,2,4,3,4,1,1,1,2.333333333,1,3,3,43,6.392857143,5,5,7.25,7,4,9,9,7.5,8,7,7,7,7,5.5,7,4,8,8,4.5,4,5,101,3.937934028,4.5625,4,9,4,1,3,6.375,4.479166667,4.333333333,4,4,5,4.666666667,4,6,4,3.25,4,2,4,5.666666667,5,6,6,5,Aut.,4.63,4,Very limited,2.87,5,Hard-line autocracy,6.39,3,Limited,3.94,4,Weak,4.6,3,Moderate,4.479166667,4,Flawed,2010
Senegal,3,71,5.525,53,6.3,7,7,8,7,6,7.5,7,8,8,7,5.25,5,6,4,6,6.5,6,7,5.25,4,4,6,88,4.75,2,2,5.25,4,6,6,5,6.5,8,5,7,7,7,4,4,4,5,5,3.5,4,3,44,5.65941358,6.979166667,7,5,6,9,10,4.875,6.066666667,5.333333333,5,6,5,5,5,6,4,6.6,7,8,6,7.333333333,7,7,8,0,Dem.,5.53,3,Limited,6.3,2,Defective democracy,4.75,4,Very limited,5.66,2,Good,7,2,Substantial,6.066666667,2,Sound,2010
Serbia,1,24,7.392857143,23,8,9.25,9,9,9,10,8.5,9,9,9,7,6.75,8,6,6,7,8,7,9,7.5,8,7,6,33,6.785714286,6,6,7,6,7,8,7,8,8,8,7,7,7,7,7,7,6,6,6.5,7,6,31,6.000493827,3.666666667,4,4,4,5,2,3,6.983333333,6.666666667,7,7,6,6,6,6,6,7.6,10,9,7,7.666666667,8,8,7,0,Dem.,7.39,2,Advanced,8,1,Democracy in consolidation,6.79,3,Limited,6,2,Good,3.7,4,Minor,6.983333333,2,Sound,2010
Sierra Leone,3,73,5.39047619,52,6.316666667,7.5,7,8,9,6,7.25,8,7,8,6,5,5,5,4,6,6.5,6,7,5.333333333,7,5,4,95,4.464285714,1,1,5.25,3,6,7,5,6.5,6,7,6,5,7,3,4,2,6,6,3.5,4,3,58,5.351805556,7.625,10,6,5,10,10,4.75,5.65,6,6,6,6,3.666666667,3,4,4,5.6,6,7,5,7.333333333,7,8,7,0,Dem.,5.39,4,Very limited,6.32,2,Defective democracy,4.46,4,Very limited,5.35,3,Moderate,7.6,2,Substantial,5.65,3,Fair,2010
Singapore,7,28,7.254761905,68,5.366666667,10,10,10,10,10,3.25,5,2,3,3,6.25,4,5,10,6,2,2,2,5.333333333,8,4,4,4,9.142857143,9,9,10,10,10,10,10,10,10,10,9.5,10,9,8,8,8,8,8,9.5,9,10,35,5.976909722,2.3125,1,6,2,1,1,2.875,7.208333333,5,5,5,5,9.666666667,9,10,10,5.5,7,2,8,8.666666667,8,8,10,4,Aut.,7.25,2,Advanced,5.37,4,Moderate autocracy,9.14,1,Highly advanced,5.98,2,Good,2.3,5,Negligible,7.208333333,2,Sound,2010
Slovakia,1,6,9.139285714,7,9.35,10,10,10,10,10,9.75,10,10,10,9,9.25,10,9,8,10,9.5,9,10,8.25,7,9,8,6,8.928571429,8,8,9.5,9,10,10,9,10,10,10,10,10,10,9,9,9,9,9,7,7,7,8,7.032955247,1.729166667,1,3,3,1,1,1.375,8.616666667,8.666666667,9,9,8,7.666666667,8,9,6,8.8,10,10,7,9.333333333,9,10,9,0,Dem.,9.14,1,Highly advanced,9.35,1,Democracy in consolidation,8.93,1,Highly advanced,7.03,1,Very good,1.7,5,Negligible,8.616666667,1,Excellent,2010
Slovenia,1,2,9.517857143,3,9.75,9.75,10,10,9,10,9.75,10,10,10,9,9.75,10,10,9,10,10,10,10,9.5,9,10,9,2,9.285714286,10,10,9,9,9,10,8,10,10,10,9.5,10,9,9.5,10,9,8,8,9,9,9,18,6.554243827,1.041666667,1,1,1,1,1,1.25,8.183333333,8,9,8,7,8,8,8,8,8.4,10,10,7,8.333333333,8,9,8,0,Dem.,9.52,1,Highly advanced,9.75,1,Democracy in consolidation,9.29,1,Highly advanced,6.55,2,Good,1,5,Negligible,8.183333333,1,Excellent,2010
Somalia,5,128,1.34047619,128,1.466666667,1.75,1,3,2,1,1.25,1,1,2,1,1,1,1,1,1,1,1,1,2.333333333,1,3,3,128,1.214285714,1,1,1.5,2,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,125,1.784166667,9.604166667,10,8,10,10,10,9.625,1.8,1.333333333,1,1,2,1,1,1,1,2.2,3,3,2,2.666666667,3,2,3,7,Aut.,1.34,5,Failed,1.47,5,Hard-line autocracy,1.21,5,Rudimentary,1.78,5,Failed,9.6,1,Massive,1.8,5,Poor,2010
South Africa,5,31,7.157142857,31,7.6,8,7,8,9,8,8.5,9,8,9,8,6.75,7,7,6,7,7,7,7,7.75,8,9,6,36,6.714285714,5,5,8,8,8,7,9,7,7,7,6.5,7,6,6,6,6,8,8,6.5,7,6,33,5.992438272,4.270833333,6,3,6,4,3,3.625,6.866666667,6.333333333,7,6,6,6,6,7,5,6.8,8,7,6,8.333333333,8,8,9,0,Dem.,7.16,2,Advanced,7.6,2,Defective democracy,6.71,3,Limited,5.99,2,Good,4.3,4,Minor,6.866666667,2,Sound,2010
South Korea,7,12,8.717857143,12,8.9,10,10,10,10,10,9,10,10,8,8,8.75,9,9,8,9,8.5,8,9,8.25,7,8,8,12,8.535714286,9,9,8.75,9,9,9,8,8,8,8,9,10,8,8,8,8,8,8,9,8,10,4,7.242183642,2.104166667,1,6,2,1,1,1.625,8.783333333,8,9,8,7,8.333333333,8,9,8,8.8,10,10,8,10,10,10,10,0,Dem.,8.72,1,Highly advanced,8.9,1,Democracy in consolidation,8.54,1,Highly advanced,7.24,1,Very good,2.1,5,Negligible,8.783333333,1,Excellent,2010
